seedResourceAcquisitionFitness,seedResilience,seedMutationProbability,turn,seedPopulation,error
1.0,0.1,0.06,23,0.0,0.0
1.0,0.1,0.06,24,0.0,0.0
1.0,0.1,0.06,25,0.0,0.0
1.0,0.1,0.06,26,0.0,0.0
1.0,0.1,0.06,27,0.0,0.0
1.0,0.1,0.06,28,0.0,0.0
1.0,0.1,0.06,29,0.0,0.0
1.0,0.1,0.06,30,0.0,0.0
1.0,0.1,0.06,31,0.0,0.0
1.0,0.1,0.06,32,0.0,0.0
1.0,0.1,0.06,33,0.0,0.0
1.0,0.1,0.06,34,0.0,0.0
1.0,0.1,0.06,35,0.0,0.0
1.0,0.1,0.06,36,0.0,0.0
1.0,0.1,0.06,37,0.0,0.0
1.0,0.1,0.06,38,0.0,0.0
1.0,0.1,0.06,39,0.0,0.0
1.0,0.1,0.06,40,0.0,0.0
1.0,0.1,0.06,41,0.0,0.0
1.0,0.1,0.06,42,0.0,0.0
1.0,0.1,0.06,43,0.0,0.0
1.0,0.1,0.06,44,0.0,0.0
1.0,0.1,0.06,45,0.0,0.0
1.0,0.1,0.06,46,0.0,0.0
1.0,0.1,0.06,47,0.0,0.0
1.0,0.1,0.06,48,0.0,0.0
1.0,0.1,0.06,49,0.0,0.0
1.0,0.1,0.06,50,0.0,0.0
1.0,0.1,0.08,0,1.0,0.0
1.0,0.1,0.08,1,1.6,1.233225879887784
1.0,0.1,0.08,2,1.4,1.3940241435214933
1.0,0.1,0.08,3,0.5,1.0530670728764444
1.0,0.1,0.08,4,0.1,0.30830646997194605
1.0,0.1,0.08,5,0.1,0.30830646997194605
1.0,0.1,0.08,6,0.2,0.6166129399438921
1.0,0.1,0.08,7,0.5,1.5415323498597304
1.0,0.1,0.08,8,0.4,1.2332258798877842
1.0,0.1,0.08,9,0.7,2.1581452898036226
1.0,0.1,0.08,10,0.9,2.774758229747514
1.0,0.1,0.08,11,0.6,1.8498388198316764
1.0,0.1,0.08,12,0.1,0.30830646997194605
1.0,0.1,0.08,13,0.2,0.6166129399438921
1.0,0.1,0.08,14,0.1,0.30830646997194605
1.0,0.1,0.08,15,0.1,0.30830646997194605
1.0,0.1,0.08,16,0.0,0.0
1.0,0.1,0.08,17,0.0,0.0
1.0,0.1,0.08,18,0.0,0.0
1.0,0.1,0.08,19,0.0,0.0
1.0,0.1,0.08,20,0.0,0.0
1.0,0.1,0.08,21,0.0,0.0
1.0,0.1,0.08,22,0.0,0.0
1.0,0.1,0.08,23,0.0,0.0
1.0,0.1,0.08,24,0.0,0.0
1.0,0.1,0.08,25,0.0,0.0
1.0,0.1,0.08,26,0.0,0.0
1.0,0.1,0.08,27,0.0,0.0
1.0,0.1,0.08,28,0.0,0.0
1.0,0.1,0.08,29,0.0,0.0
1.0,0.1,0.08,30,0.0,0.0
1.0,0.1,0.08,31,0.0,0.0
1.0,0.1,0.08,32,0.0,0.0
1.0,0.1,0.08,33,0.0,0.0
1.0,0.1,0.08,34,0.0,0.0
1.0,0.1,0.08,35,0.0,0.0
1.0,0.1,0.08,36,0.0,0.0
1.0,0.1,0.08,37,0.0,0.0
1.0,0.1,0.08,38,0.0,0.0
1.0,0.1,0.08,39,0.0,0.0
1.0,0.1,0.08,40,0.0,0.0
1.0,0.1,0.08,41,0.0,0.0
1.0,0.1,0.08,42,0.0,0.0
1.0,0.1,0.08,43,0.0,0.0
1.0,0.1,0.08,44,0.0,0.0
1.0,0.1,0.08,45,0.0,0.0
1.0,0.1,0.08,46,0.0,0.0
1.0,0.1,0.08,47,0.0,0.0
1.0,0.1,0.08,48,0.0,0.0
1.0,0.1,0.08,49,0.0,0.0
1.0,0.1,0.08,50,0.0,0.0
1.0,0.1,0.1,0,1.0,0.0
1.0,0.1,0.1,1,0.9,1.0729380150624477
1.0,0.1,0.1,2,0.6,0.8221505865918562
1.0,0.1,0.1,3,0.4,0.8221505865918562
1.0,0.1,0.1,4,0.8,1.8837836478547634
1.0,0.1,0.1,5,0.4,0.9418918239273817
1.0,0.1,0.1,6,0.2,0.6166129399438921
1.0,0.1,0.1,7,0.0,0.0
1.0,0.1,0.1,8,0.0,0.0
1.0,0.1,0.1,9,0.0,0.0
1.0,0.1,0.1,10,0.0,0.0
1.0,0.1,0.1,11,0.0,0.0
1.0,0.1,0.1,12,0.0,0.0
1.0,0.1,0.1,13,0.0,0.0
1.0,0.1,0.1,14,0.0,0.0
1.0,0.1,0.1,15,0.0,0.0
1.0,0.1,0.1,16,0.0,0.0
1.0,0.1,0.1,17,0.0,0.0
1.0,0.1,0.1,18,0.0,0.0
1.0,0.1,0.1,19,0.0,0.0
1.0,0.1,0.1,20,0.0,0.0
